"","word","sentiment","n"
"3300","shame","negative",1
"3301","shame","sadness",1
"3302","shameful","negative",1
"3303","shameful","sadness",1
"3304","sheriff","trust",1
"3305","shit","anger",1
"3306","shit","disgust",1
"3307","shit","negative",1
"3308","shockingly","surprise",1
"3309","shoddy","anger",1
"3310","shoddy","disgust",1
"3311","shoddy","negative",1
"3312","shopping","anticipation",1
"3313","shopping","joy",1
"3314","shopping","positive",1
"3315","shopping","surprise",1
"3316","shopping","trust",1
"3317","shortage","anger",1
"3318","shortage","fear",1
"3319","shortage","negative",1
"3320","shortage","sadness",1
"3321","shortly","anticipation",1
"3322","sin","anger",1
"3323","sin","disgust",1
"3324","sin","fear",1
"3325","sin","negative",1
"3326","sin","sadness",1
"3327","sing","anticipation",1
"3328","sing","joy",1
"3329","sing","positive",1
"3330","sing","sadness",1
"3331","sing","trust",1
"3332","sir","positive",1
"3333","sir","trust",1
"3334","skeptical","negative",1
"3335","skid","anger",1
"3336","skid","fear",1
"3337","skid","negative",1
"3338","skid","sadness",1
"3339","slash","anger",1
"3340","smack","anger",1
"3341","smack","negative",1
"3342","solid","positive",1
"3343","soup","positive",1
"3344","sovereign","trust",1
"3345","spat","anger",1
"3346","spat","negative",1
"3347","speculation","fear",1
"3348","speculation","negative",1
"3349","speculation","sadness",1
"3350","spelling","positive",1
"3351","splinter","negative",1
"3352","spoiler","negative",1
"3353","spoiler","sadness",1
"3354","stable","positive",1
"3355","stable","trust",1
"3356","stagnant","negative",1
"3357","stagnant","sadness",1
"3358","stark","negative",1
"3359","stark","trust",1
"3360","starving","negative",1
"3361","statue","positive",1
"3362","stereotype","negative",1
"3363","stocks","negative",1
"3364","strained","anger",1
"3365","strained","negative",1
"3366","straits","fear",1
"3367","straits","negative",1
"3368","stranger","fear",1
"3369","stranger","negative",1
"3370","strategic","positive",1
"3371","strike","anger",1
"3372","strike","negative",1
"3373","stripped","anger",1
"3374","stripped","anticipation",1
"3375","stripped","disgust",1
"3376","stripped","fear",1
"3377","stripped","negative",1
"3378","stripped","sadness",1
"3379","stuffy","negative",1
"3380","stumble","negative",1
"3381","stunned","fear",1
"3382","stunned","negative",1
"3383","stunned","surprise",1
"3384","subjugation","anger",1
"3385","subjugation","disgust",1
"3386","subjugation","fear",1
"3387","subjugation","negative",1
"3388","subjugation","sadness",1
"3389","subscribe","anticipation",1
"3390","substance","positive",1
"3391","subvert","disgust",1
"3392","subvert","fear",1
"3393","subvert","negative",1
"3394","subvert","sadness",1
"3395","succinct","positive",1
"3396","sudden","surprise",1
"3397","sugar","positive",1
"3398","superior","positive",1
"3399","surprising","surprise",1
"3400","surprisingly","anticipation",1
"3401","surprisingly","surprise",1
"3402","surrender","fear",1
"3403","surrender","negative",1
"3404","surrender","sadness",1
"3405","sweat","fear",1
"3406","tackle","anger",1
"3407","tackle","surprise",1
"3408","teach","joy",1
"3409","teach","positive",1
"3410","teach","surprise",1
"3411","teach","trust",1
"3412","tedious","negative",1
"3413","tenant","positive",1
"3414","terror","fear",1
"3415","terror","negative",1
"3416","thoughtfulness","positive",1
"3417","threatening","anger",1
"3418","threatening","disgust",1
"3419","threatening","fear",1
"3420","threatening","negative",1
"3421","thrift","disgust",1
"3422","thrift","positive",1
"3423","thrift","trust",1
"3424","throne","positive",1
"3425","throne","trust",1
"3426","toast","joy",1
"3427","toast","positive",1
"3428","toilet","disgust",1
"3429","toilet","negative",1
"3430","tolerate","anger",1
"3431","tolerate","negative",1
"3432","tolerate","sadness",1
"3433","transcendence","anticipation",1
"3434","transcendence","joy",1
"3435","transcendence","positive",1
"3436","transcendence","surprise",1
"3437","transcendence","trust",1
"3438","traumatic","anger",1
"3439","traumatic","fear",1
"3440","traumatic","negative",1
"3441","traumatic","sadness",1
"3442","tribute","positive",1
"3443","trick","negative",1
"3444","trick","surprise",1
"3445","trip","surprise",1
"3446","truthful","trust",1
"3447","truthfulness","positive",1
"3448","truthfulness","trust",1
"3449","ugly","disgust",1
"3450","ugly","negative",1
"3451","unable","negative",1
"3452","unable","sadness",1
"3453","unaccountable","anticipation",1
"3454","unaccountable","disgust",1
"3455","unaccountable","negative",1
"3456","unaccountable","sadness",1
"3457","unaccountable","trust",1
"3458","unbelievable","negative",1
"3459","unconscious","negative",1
"3460","unconstitutional","negative",1
"3461","underpaid","anger",1
"3462","underpaid","negative",1
"3463","underpaid","sadness",1
"3464","unequal","anger",1
"3465","unequal","disgust",1
"3466","unequal","fear",1
"3467","unequal","negative",1
"3468","unequal","sadness",1
"3469","unexplained","anticipation",1
"3470","unexplained","negative",1
"3471","unexplained","sadness",1
"3472","unison","positive",1
"3473","unproductive","negative",1
"3474","unsustainable","negative",1
"3475","untold","anticipation",1
"3476","untold","negative",1
"3477","untrue","negative",1
"3478","unwitting","negative",1
"3479","upheaval","anger",1
"3480","upheaval","fear",1
"3481","upheaval","negative",1
"3482","upheaval","sadness",1
"3483","uprising","anger",1
"3484","uprising","anticipation",1
"3485","uprising","fear",1
"3486","uprising","negative",1
"3487","vacation","anticipation",1
"3488","vacation","joy",1
"3489","vacation","positive",1
"3490","vacuous","disgust",1
"3491","vacuous","negative",1
"3492","valor","positive",1
"3493","valor","trust",1
"3494","valuable","positive",1
"3495","vanity","negative",1
"3496","veracity","anticipation",1
"3497","veracity","joy",1
"3498","veracity","positive",1
"3499","veracity","surprise",1
"3500","veracity","trust",1
"3501","verdict","fear",1
"3502","veto","anger",1
"3503","veto","negative",1
"3504","vice","negative",1
"3505","vicious","anger",1
"3506","vicious","disgust",1
"3507","vicious","negative",1
"3508","victor","joy",1
"3509","victor","positive",1
"3510","victorious","joy",1
"3511","victorious","positive",1
"3512","virgin","positive",1
"3513","virgin","trust",1
"3514","voodoo","negative",1
"3515","warn","anticipation",1
"3516","warn","fear",1
"3517","warn","negative",1
"3518","warn","surprise",1
"3519","warn","trust",1
"3520","warned","anticipation",1
"3521","warned","fear",1
"3522","warned","surprise",1
"3523","weakness","negative",1
"3524","weigh","anticipation",1
"3525","weigh","trust",1
"3526","weight","anticipation",1
"3527","weight","disgust",1
"3528","weight","fear",1
"3529","weight","joy",1
"3530","weight","negative",1
"3531","weight","positive",1
"3532","weight","sadness",1
"3533","weight","surprise",1
"3534","weight","trust",1
"3535","welcomed","joy",1
"3536","welcomed","positive",1
"3537","whip","anger",1
"3538","whip","negative",1
"3539","whirlwind","fear",1
"3540","whirlwind","negative",1
"3541","wholesome","positive",1
"3542","wholesome","trust",1
"3543","willingly","positive",1
"3544","winner","anticipation",1
"3545","winner","joy",1
"3546","winner","positive",1
"3547","winner","surprise",1
"3548","wishful","anticipation",1
"3549","wit","positive",1
"3550","withdraw","negative",1
"3551","withdraw","sadness",1
"3552","witness","trust",1
"3553","witty","joy",1
"3554","witty","positive",1
"3555","wizard","anticipation",1
"3556","wizard","positive",1
"3557","wizard","surprise",1
"3558","worried","negative",1
"3559","worried","sadness",1
"3560","worsening","disgust",1
"3561","worsening","negative",1
"3562","worsening","sadness",1
"3563","worship","anticipation",1
"3564","worship","fear",1
"3565","worship","joy",1
"3566","worship","positive",1
"3567","worship","trust",1
"3568","writer","positive",1
"3569","zeal","anticipation",1
"3570","zeal","joy",1
"3571","zeal","positive",1
"3572","zeal","surprise",1
"3573","zeal","trust",1
